A5_1,A5_2,A5_3,A5_4,A5_5,A5_6,A5_7,A5_8,A5_9,A5_10,A5_11,A5_12,A5_13,A5_14,A5_15,A5_16,A5_17,A5_18,A5_19,A5_20,A5_21,D_TRA1_1_SPOT
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청남도 천안시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 군포시
,,,,,,,,,,,,,,,,,,,,,충청남도 보령시
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 보령시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 고양시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,경기도 김포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 오산시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,지역 축제/이벤트 참가,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 포천시
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,강원도 홍천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,경기도 안성시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 포천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 연수구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 군포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,제주특별자치도 제주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,시티투어,,,가족/친지/친구 방문,,,,부산광역시 서구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,회의참가/시찰,,,광주광역시 동구
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,강원도 홍천군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,경기도 고양시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 단양군
,,,,,,,,,,,,,,,,,,,,,경기도 안성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,전라남도 영광군
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 이천시
,,,,,,,,,,,,,,,,,,,,,인천광역시 연수구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 공주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 서산시
,,,,,,,,,,,,,,,,,,,,,경기도 안성시
,,,,,,,,,,,,,,,,,,,,,충청북도 청주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 괴산군
,,,,,,,,,,,,,,,,,,,,,경기도 평택시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 여주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,충청북도 영동군
,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,전라북도 부안군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 계양구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 영동군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 남동구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 파주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 제천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안성시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 계양구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,전라북도 군산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 증평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 남양주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 춘천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 평택시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 보령시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 김포시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 파주시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 김포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 원주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 울진군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 부천시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 남양주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 평택시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
,,,,,,,,,,,,,,,,,,,,,인천광역시 연수구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 수원시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 양양군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 서귀포시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 서산시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안성시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,충청북도 보은군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안양시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,전라남도 여수시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 수영구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 부안군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 가평군
,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 김포시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,인천광역시 연수구
,,,,,,,,,,,,,,,,,,,,,인천광역시 연수구
,,,,,,,,,,,,,,,,,,,,,부산광역시 부산진구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 수원시
,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,경기도 파주시
,,,,,,,,,,,,,,,,,,,,,충청북도 증평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청남도 천안시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 인제군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안성시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 남양주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 강화군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,전라북도 정읍시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,제주특별자치도 제주시
자연 및 풍경감상,,,역사 유적지 방문,,,,,,,,,,,,,,,,,,충청북도 영동군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,경기도 여주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안성시
자연 및 풍경감상,,,,,,,,,,,,,,,,,,,,,경기도 가평군
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,전라북도 군산시
,,,,,,,,,,,,,,,,,,,,,인천광역시 연수구
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 김포시
자연 및 풍경감상,,,,,,,,,,,,,,,,,가족/친지/친구 방문,,,,충청북도 단양군
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,충청북도 충주시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 강릉시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 논산시
,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,충청남도 당진시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,충청남도 보령시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경상남도 남해군
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 부천시
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 김포시
,,,,,,,,,,,,,,,,,,,,,
,,,,,휴식/휴양,,,,,,교육/체험 프로그램 참가,,,,,,,,,,경기도 고양시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,강원도 원주시
,,,,,,,,,,,,,,,,,,,,,인천광역시 부평구
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,부산광역시 사하구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,세종특별자치시 세종시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,대구광역시 북구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,강원도 강릉시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,전라남도 여수시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 시흥시
자연 및 풍경감상,,,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 과천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,충청북도 음성군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 안양시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양평군
자연 및 풍경감상,,"야외 위락 및 스포츠, 레포츠 활동",,,휴식/휴양,,,,,,,,,,,,,,,,경상남도 합천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),"야외 위락 및 스포츠, 레포츠 활동",,,,,,,,,,,,,,,,,,,인천광역시 중구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,,,,,,,,,,,,,,,,,인천광역시 중구
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 포천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 춘천시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,시티투어,,,,,,,경상북도 경주시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 연천군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,기타,경기도 가평군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 평창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,전라남도 보성군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 평창군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,시티투어,,,,,,,강원도 속초시
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 서천군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,가족/친지/친구 방문,,,,전라남도 해남군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 가평군
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,역사 유적지 방문,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,전라남도 담양군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 홍천군
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,경기도 양평군
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,경기도 화성시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,부산광역시 해운대구
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,강원도 동해시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,음식관광(지역 맛집 등),,,,,,쇼핑,,,,,,,,,,,,,,경기도 안양시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,,,,,휴식/휴양,,,,,,,,,,,,,,,기타,경기도 과천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,"테마파크, 놀이시설, 동/식물원 방문",휴식/휴양,,,,,,,,,,,,,,,,경기도 광주시
자연 및 풍경감상,,,,,휴식/휴양,,,,,지역 축제/이벤트 참가,,,,,,,,,,,경기도 시흥시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,충청남도 청양군
,,,,,,,,,,,,,,,,,,,,,경기도 시흥시
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,강원도 춘천시
자연 및 풍경감상,음식관광(지역 맛집 등),,,,휴식/휴양,,,,,,,,,,,,,,,,인천광역시 중구
자연 및 풍경감상,음식관광(지역 맛집 등),,역사 유적지 방문,,휴식/휴양,,,,,,,,,,,,,,,,경상북도 경주시
,,,,,,,,,,,,,,,,,,,,,
